GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC23,TOT_HOUS23,LESS_10K23,10K_15K23,15K_20K23,20K_25K23,25K_30K23,30K_35K23,35K_40K23,40K_45K23,45K_50K23,50K_60K23,60K_75K23,75K_100K23,100_125K23,125_150K23,150_200K23,200K_MOR23
120730009061,12, Florida,073, Leon County,72090.0,589,59,0,52,31,0,0,0,36,33,0,158,48,114,0,12,46
120730009062,12, Florida,073, Leon County,56750.0,715,62,17,16,12,0,24,0,18,15,234,41,118,64,58,36,0
120730009071,12, Florida,073, Leon County,130256.0,522,12,0,0,0,20,5,9,16,0,61,71,50,0,201,17,60
120730009072,12, Florida,073, Leon County,93281.0,498,0,0,16,0,41,0,14,18,12,56,64,61,32,120,64,0
120730009073,12, Florida,073, Leon County,84148.0,531,20,0,21,0,14,0,0,17,0,21,45,252,28,17,0,96
120730009074,12, Florida,073, Leon County,66078.0,742,7,19,28,16,71,0,0,0,0,146,130,182,23,74,27,19
120730009075,12, Florida,073, Leon County,76488.0,477,0,114,0,0,67,0,0,0,0,0,45,79,19,86,34,33
120730010011,12, Florida,073, Leon County,21641.0,582,131,48,49,96,18,19,0,64,0,18,5,67,48,13,0,6
120730010012,12, Florida,073, Leon County,26306.0,546,102,94,17,25,83,9,18,4,30,66,57,34,5,2,0,0
120730010021,12, Florida,073, Leon County,38125.0,898,168,42,19,64,97,45,20,33,34,8,162,67,41,28,44,26
120730011011,12, Florida,073, Leon County,24952.0,213,59,6,16,26,16,21,0,0,0,9,41,0,0,14,0,5
120730011012,12, Florida,073, Leon County,,265,37,60,7,34,6,0,0,46,0,19,21,4,19,0,0,12
120730011013,12, Florida,073, Leon County,34150.0,47,0,0,7,0,0,25,0,0,0,0,9,2,0,0,4,0
120730011021,12, Florida,073, Leon County,48842.0,656,35,20,11,0,10,36,71,11,197,46,30,148,11,0,21,9
120730011022,12, Florida,073, Leon County,57772.0,433,25,35,44,9,26,9,11,11,33,34,43,32,17,67,0,37
120730012001,12, Florida,073, Leon County,24167.0,748,196,81,33,96,52,72,77,11,0,62,37,0,25,0,0,6
120730013001,12, Florida,073, Leon County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120730013002,12, Florida,073, Leon County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120730013003,12, Florida,073, Leon County,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
120730014011,12, Florida,073, Leon County,18500.0,780,58,326,15,76,50,14,61,0,0,0,76,24,34,24,14,8
120730014012,12, Florida,073, Leon County,24015.0,641,143,89,0,135,22,33,77,13,0,34,22,32,14,27,0,0
120730014021,12, Florida,073, Leon County,36128.0,323,41,49,40,3,0,10,41,0,0,33,47,23,36,0,0,0
120730014022,12, Florida,073, Leon County,31290.0,1232,362,38,0,125,27,124,92,118,0,57,170,87,9,0,0,23
120730014023,12, Florida,073, Leon County,29966.0,662,145,46,67,0,74,29,75,0,24,45,22,85,23,0,0,27
120730015001,12, Florida,073, Leon County,52532.0,727,22,29,141,0,9,21,0,31,86,212,97,45,0,34,0,0
120730015002,12, Florida,073, Leon County,135972.0,365,0,0,6,0,0,0,0,20,0,30,0,110,0,48,120,31
120730015003,12, Florida,073, Leon County,42589.0,603,0,0,75,72,27,0,127,14,13,6,37,11,26,34,115,46
120730015004,12, Florida,073, Leon County,,264,61,0,0,0,9,14,0,0,0,40,17,4,55,10,11,43
120730016011,12, Florida,073, Leon County,,651,207,67,87,0,11,10,14,12,0,50,129,0,0,0,0,64
120730016012,12, Florida,073, Leon County,76302.0,554,48,0,0,34,0,30,0,32,3,90,15,108,139,0,0,55
120730016013,12, Florida,073, Leon County,57212.0,1061,128,0,0,0,117,13,53,21,73,155,130,95,27,76,84,89
120730016021,12, Florida,073, Leon County,93647.0,815,7,14,0,0,0,7,19,27,152,13,17,227,108,77,78,69
120730016022,12, Florida,073, Leon County,125541.0,300,32,0,0,9,4,0,0,5,0,8,19,9,56,71,34,53
120730016023,12, Florida,073, Leon County,87386.0,345,0,0,0,0,0,0,0,0,0,8,8,192,36,18,31,52
120730017011,12, Florida,073, Leon County,165536.0,420,0,18,0,0,0,0,0,36,0,10,18,38,32,22,82,164
120730017012,12, Florida,073, Leon County,166667.0,290,0,0,20,0,0,17,0,0,17,0,0,0,0,37,132,67
120730017013,12, Florida,073, Leon County,124718.0,301,0,0,0,0,0,0,0,0,0,0,29,18,107,10,39,98
120730017021,12, Florida,073, Leon County,35064.0,719,211,18,0,53,58,18,59,37,136,6,45,61,12,0,0,5
120730017022,12, Florida,073, Leon County,154597.0,600,17,47,0,20,0,0,13,33,0,26,0,58,6,54,153,173
120730017023,12, Florida,073, Leon County,130152.0,463,0,0,0,34,13,55,0,0,0,0,0,53,74,41,37,156
120730017024,12, Florida,073, Leon County,52173.0,1028,36,77,17,0,101,0,8,18,144,150,90,142,0,32,50,163
120730018011,12, Florida,073, Leon County,33789.0,385,55,38,29,11,39,36,44,0,16,0,0,46,7,7,57,0
120730018012,12, Florida,073, Leon County,65972.0,293,22,17,31,0,8,0,5,21,6,19,45,38,17,28,0,36
120730018013,12, Florida,073, Leon County,48750.0,836,75,37,98,11,18,61,66,12,45,63,148,65,43,17,77,0
120730018031,12, Florida,073, Leon County,57991.0,720,78,0,0,97,9,78,23,8,10,102,137,78,16,77,0,7
120730018041,12, Florida,073, Leon County,37656.0,616,24,62,69,69,0,83,16,93,39,0,0,57,62,21,21,0
120730018042,12, Florida,073, Leon County,46971.0,501,52,9,22,22,0,24,60,0,78,50,74,96,14,0,0,0
120730018043,12, Florida,073, Leon County,56935.0,1303,0,86,24,17,21,132,62,0,64,313,96,195,132,78,0,83
120730019011,12, Florida,073, Leon County,50118.0,251,35,17,34,0,11,9,8,9,0,57,17,0,8,21,25,0
120730019012,12, Florida,073, Leon County,21964.0,560,99,135,13,72,18,71,56,18,6,20,11,16,25,0,0,0
120730019013,12, Florida,073, Leon County,,100,22,14,11,0,0,0,10,0,0,0,0,43,0,0,0,0
120730019021,12, Florida,073, Leon County,56762.0,648,121,0,0,7,42,29,13,0,20,120,40,174,15,23,10,34
120730019022,12, Florida,073, Leon County,43871.0,534,55,62,7,15,15,28,58,41,0,39,102,65,9,28,4,6
120730019023,12, Florida,073, Leon County,44353.0,595,82,12,10,11,0,141,0,56,46,49,0,188,0,0,0,0
120730020031,12, Florida,073, Leon County,35221.0,697,96,34,99,52,13,53,33,77,29,53,118,36,4,0,0,0
120730020051,12, Florida,073, Leon County,36063.0,587,71,52,14,95,53,0,85,18,0,88,55,28,0,0,28,0
120730020052,12, Florida,073, Leon County,19310.0,484,124,72,54,74,79,0,0,17,25,8,31,0,0,0,0,0
120730020053,12, Florida,073, Leon County,25857.0,326,65,9,23,54,35,0,0,26,45,0,36,33,0,0,0,0
120730020061,12, Florida,073, Leon County,19683.0,998,193,24,323,86,26,81,16,0,0,102,38,9,36,64,0,0
120730020062,12, Florida,073, Leon County,23428.0,577,154,0,100,76,15,0,20,83,0,58,21,50,0,0,0,0
120730020063,12, Florida,073, Leon County,46136.0,574,92,57,41,0,22,11,23,26,33,111,70,53,35,0,0,0
120730020071,12, Florida,073, Leon County,33167.0,860,197,23,129,61,0,75,137,25,48,34,33,82,16,0,0,0
120730020072,12, Florida,073, Leon County,,381,21,15,89,51,0,24,0,0,29,4,62,7,36,43,0,0
120730020073,12, Florida,073, Leon County,47188.0,669,100,96,0,51,0,0,63,0,79,121,44,34,17,0,64,0
120730020081,12, Florida,073, Leon County,36932.0,1167,153,127,61,104,79,0,85,161,21,0,64,287,25,0,0,0
120730020082,12, Florida,073, Leon County,31394.0,575,119,36,41,40,37,71,0,10,9,143,69,0,0,0,0,0
120730021011,12, Florida,073, Leon County,,702,25,0,15,12,281,0,13,17,0,51,54,71,129,34,0,0
120730021012,12, Florida,073, Leon County,48680.0,738,64,189,0,19,17,0,15,23,89,0,142,68,20,16,0,76
120730021013,12, Florida,073, Leon County,41714.0,536,14,62,14,0,41,13,76,70,12,14,112,43,29,36,0,0
120730021031,12, Florida,073, Leon County,41227.0,1232,78,29,167,53,52,156,54,105,67,114,232,69,38,18,0,0
120730021032,12, Florida,073, Leon County,34750.0,668,30,6,138,32,61,72,0,0,111,19,114,16,15,14,0,40
120730021051,12, Florida,073, Leon County,37813.0,893,56,56,91,41,17,126,77,45,103,90,66,32,4,0,89,0
120730021052,12, Florida,073, Leon County,39044.0,978,167,28,0,58,176,9,64,42,184,0,12,102,26,62,24,24
120730021061,12, Florida,073, Leon County,59808.0,414,66,0,0,44,0,0,39,0,8,52,19,62,11,113,0,0
120730021062,12, Florida,073, Leon County,,478,0,10,51,188,0,48,0,0,0,13,69,99,0,0,0,0
120730021063,12, Florida,073, Leon County,,531,170,102,0,5,0,129,0,0,61,29,0,35,0,0,0,0
120730022011,12, Florida,073, Leon County,34583.0,739,183,11,57,81,0,45,186,0,0,147,29,0,0,0,0,0
120730022012,12, Florida,073, Leon County,52386.0,524,18,12,12,0,69,0,0,46,21,108,95,64,63,16,0,0
120730022013,12, Florida,073, Leon County,,706,118,70,0,0,0,157,0,0,12,33,22,14,191,46,43,0
120730022014,12, Florida,073, Leon County,33731.0,772,275,0,65,0,13,67,14,23,64,0,96,100,8,0,0,47
120730022051,12, Florida,073, Leon County,71960.0,889,0,21,22,0,98,57,14,0,0,188,72,206,171,40,0,0
120730022052,12, Florida,073, Leon County,34161.0,339,67,0,0,0,14,115,17,0,0,71,32,23,0,0,0,0
120730022053,12, Florida,073, Leon County,83254.0,631,0,22,0,26,0,3,27,0,59,16,12,364,0,11,78,13
120730022054,12, Florida,073, Leon County,66404.0,837,23,0,0,13,11,45,71,31,12,132,151,32,174,62,34,46
120730022061,12, Florida,073, Leon County,78417.0,597,67,8,36,9,0,0,0,37,0,17,105,77,52,60,67,62
120730022062,12, Florida,073, Leon County,89950.0,887,5,6,14,17,49,48,11,12,0,64,154,156,87,126,119,19
120730022071,12, Florida,073, Leon County,61000.0,474,24,11,0,34,18,7,0,11,85,43,70,71,73,10,17,0
120730022072,12, Florida,073, Leon County,84659.0,551,0,0,10,39,28,22,0,0,24,75,36,59,21,0,175,62
120730022081,12, Florida,073, Leon County,63493.0,567,0,8,21,80,36,20,0,12,56,37,118,88,25,13,45,8
120730022082,12, Florida,073, Leon County,77899.0,765,48,28,0,0,18,9,17,30,65,84,32,183,45,73,60,73
120730022083,12, Florida,073, Leon County,77212.0,612,16,0,15,15,77,27,0,0,16,52,42,76,78,55,78,65
120730023021,12, Florida,073, Leon County,77167.0,518,0,18,63,0,28,21,15,0,39,8,15,120,11,50,89,41
120730023022,12, Florida,073, Leon County,51771.0,280,19,5,18,5,9,0,0,17,50,29,23,17,17,38,8,25
120730023023,12, Florida,073, Leon County,178250.0,255,7,0,0,0,0,0,0,0,6,0,6,62,5,36,37,96
120730023031,12, Florida,073, Leon County,89481.0,1154,159,28,9,5,12,59,15,10,0,60,20,355,186,24,170,42
120730023032,12, Florida,073, Leon County,81076.0,609,0,12,0,12,28,31,0,33,18,70,43,239,42,26,17,38
120730023041,12, Florida,073, Leon County,79904.0,621,0,10,0,29,36,11,0,27,32,13,140,163,60,74,26,0
120730023042,12, Florida,073, Leon County,30724.0,262,53,10,30,5,22,38,0,18,0,19,0,10,48,0,0,9
120730023043,12, Florida,073, Leon County,91023.0,197,0,0,6,0,0,21,0,0,0,24,35,19,32,22,32,6
120730024031,12, Florida,073, Leon County,62344.0,942,0,73,20,9,19,48,101,0,14,172,128,214,116,8,12,8
120730024032,12, Florida,073, Leon County,93611.0,318,28,0,0,0,5,0,4,0,0,21,14,108,26,47,30,35
120730024101,12, Florida,073, Leon County,131080.0,524,0,0,0,33,0,0,0,20,0,18,16,86,19,197,45,90
120730024102,12, Florida,073, Leon County,147059.0,536,0,0,0,0,0,0,17,17,0,0,16,72,125,40,87,162
120730024103,12, Florida,073, Leon County,85545.0,868,19,0,16,0,20,21,18,0,52,54,91,268,40,123,131,15
120730024104,12, Florida,073, Leon County,54158.0,511,127,13,17,0,0,16,35,17,0,46,38,65,54,16,15,52
120730024105,12, Florida,073, Leon County,40980.0,428,35,19,60,20,14,18,28,71,0,27,63,54,19,0,0,0
120730024111,12, Florida,073, Leon County,140430.0,579,0,21,6,0,0,7,0,4,30,52,20,47,68,110,93,121
120730024131,12, Florida,073, Leon County,135694.0,583,6,0,10,0,0,0,0,0,0,18,60,99,81,105,101,103
120730024132,12, Florida,073, Leon County,224531.0,461,0,0,10,0,0,0,0,0,0,34,0,8,37,51,24,297
120730024141,12, Florida,073, Leon County,97188.0,324,0,0,0,0,0,0,10,0,8,8,81,56,61,39,28,33
120730024142,12, Florida,073, Leon County,87321.0,1195,79,10,36,52,0,104,7,12,0,128,85,120,153,89,154,166
120730024143,12, Florida,073, Leon County,69261.0,597,0,0,0,0,0,108,0,9,34,55,117,62,36,49,38,89
120730024151,12, Florida,073, Leon County,110568.0,841,5,11,9,0,7,25,14,6,34,8,169,97,115,127,104,110
120730024152,12, Florida,073, Leon County,130694.0,1021,57,0,51,0,0,0,24,30,0,35,71,87,110,243,142,171
120730024161,12, Florida,073, Leon County,131932.0,484,21,12,0,0,11,0,0,0,0,47,19,56,59,32,40,187
120730024162,12, Florida,073, Leon County,154688.0,615,13,0,0,0,81,22,0,0,0,11,45,40,24,37,118,224
120730024181,12, Florida,073, Leon County,111023.0,589,28,0,0,9,0,20,39,10,10,0,77,73,75,103,64,81
120730024182,12, Florida,073, Leon County,149228.0,462,0,0,0,10,0,0,0,0,0,0,18,68,17,139,109,101
120730024183,12, Florida,073, Leon County,118547.0,563,0,0,0,0,0,0,0,0,16,10,44,178,69,145,79,22
120730024191,12, Florida,073, Leon County,250001.0,370,8,0,0,0,0,0,0,0,0,0,8,7,6,22,96,223
120730024192,12, Florida,073, Leon County,111771.0,496,52,15,0,10,14,0,0,0,0,0,32,47,148,45,118,15
120730024193,12, Florida,073, Leon County,124607.0,700,11,0,0,0,0,7,23,0,21,7,36,82,174,76,100,163
120730024201,12, Florida,073, Leon County,117885.0,544,7,0,0,13,0,15,0,0,0,19,57,31,141,79,123,59
120730024202,12, Florida,073, Leon County,120250.0,614,27,0,0,0,0,0,0,0,0,22,72,105,90,92,110,96
120730024211,12, Florida,073, Leon County,121500.0,1064,37,9,0,66,0,15,25,19,14,0,46,191,129,209,160,144
120730024212,12, Florida,073, Leon County,149312.0,800,12,0,0,0,13,0,0,0,0,17,69,58,53,235,243,100
120730024221,12, Florida,073, Leon County,153167.0,466,0,0,0,0,0,12,0,0,27,5,31,38,73,34,86,160
120730024222,12, Florida,073, Leon County,168659.0,659,13,10,28,0,0,47,0,0,0,29,42,43,42,29,137,239
120730024231,12, Florida,073, Leon County,98536.0,789,11,0,0,16,26,61,11,28,37,36,70,119,121,41,44,168
120730024232,12, Florida,073, Leon County,110240.0,1029,16,7,0,7,0,35,9,0,0,60,20,298,158,124,72,223
120730025051,12, Florida,073, Leon County,47375.0,256,28,0,0,0,71,0,0,10,20,27,48,43,9,0,0,0
120730025052,12, Florida,073, Leon County,60260.0,1057,0,0,16,0,35,76,76,180,48,95,109,111,46,53,98,114
120730025053,12, Florida,073, Leon County,77917.0,619,0,0,16,16,0,29,0,0,147,16,83,31,118,54,59,50
120730025054,12, Florida,073, Leon County,80905.0,611,0,0,0,70,13,15,53,0,0,0,103,106,113,36,49,53
120730025055,12, Florida,073, Leon County,92833.0,500,10,0,44,0,0,0,26,33,13,26,47,84,69,15,124,9
120730025071,12, Florida,073, Leon County,118866.0,572,13,22,0,21,6,7,0,6,13,34,35,58,114,62,123,58
120730025072,12, Florida,073, Leon County,116146.0,465,14,6,0,0,2,60,0,0,6,32,30,52,44,88,39,92
120730025091,12, Florida,073, Leon County,38924.0,278,8,23,0,0,43,8,94,0,28,10,32,32,0,0,0,0
120730025092,12, Florida,073, Leon County,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
120730025093,12, Florida,073, Leon County,49742.0,375,21,0,7,0,0,24,53,0,92,23,17,111,15,0,0,12
120730025094,12, Florida,073, Leon County,67727.0,800,0,0,33,10,22,97,51,69,0,69,180,128,72,10,37,22
120730025111,12, Florida,073, Leon County,65795.0,461,34,5,60,19,30,11,0,0,11,52,36,36,50,33,40,44
120730025112,12, Florida,073, Leon County,133534.0,384,0,0,9,6,0,0,0,5,11,9,24,43,68,53,55,101
120730025121,12, Florida,073, Leon County,128583.0,637,0,0,0,0,35,0,10,0,8,27,29,76,103,114,81,154
120730025122,12, Florida,073, Leon County,123269.0,574,10,7,0,0,12,0,0,10,0,0,42,44,180,65,106,98
120730025131,12, Florida,073, Leon County,148690.0,870,0,8,10,0,12,0,31,0,38,30,11,115,83,108,242,182
120730025132,12, Florida,073, Leon County,185921.0,376,0,0,26,0,0,0,0,0,0,0,28,59,16,34,63,150
120730025133,12, Florida,073, Leon County,135481.0,405,0,0,0,8,0,14,0,0,0,0,17,102,39,91,68,66
120730025141,12, Florida,073, Leon County,158152.0,424,0,0,0,0,0,41,0,0,0,0,47,56,42,20,89,129
120730025142,12, Florida,073, Leon County,95878.0,714,13,20,0,0,35,0,20,20,0,20,100,190,40,88,90,78
120730025151,12, Florida,073, Leon County,81563.0,402,0,0,0,0,13,19,0,10,23,7,119,28,41,0,59,83
120730025152,12, Florida,073, Leon County,,328,0,0,0,0,16,0,22,0,17,119,0,38,61,37,18,0
120730025153,12, Florida,073, Leon County,113310.0,686,0,45,14,16,17,34,18,0,0,19,17,89,197,49,89,82
120730025154,12, Florida,073, Leon County,145893.0,678,51,0,0,43,0,0,18,32,13,0,81,31,21,73,176,139
120730025161,12, Florida,073, Leon County,80833.0,690,0,0,28,22,109,23,19,18,0,10,92,111,107,123,18,10
120730025162,12, Florida,073, Leon County,66875.0,767,54,33,9,0,51,8,0,39,16,113,67,145,93,57,68,14
120730025171,12, Florida,073, Leon County,100583.0,695,53,0,0,0,6,29,62,0,0,12,97,85,112,60,98,81
120730025172,12, Florida,073, Leon County,79712.0,673,75,25,0,0,21,8,22,0,11,46,25,157,87,36,68,92
120730026031,12, Florida,073, Leon County,33920.0,897,4,0,35,19,196,204,50,22,0,128,19,99,61,60,0,0
120730026032,12, Florida,073, Leon County,29712.0,757,94,55,98,0,139,39,0,0,40,82,0,62,70,10,0,68
120730026033,12, Florida,073, Leon County,,352,0,45,56,0,0,0,54,22,11,0,55,0,11,19,79,0
120730026041,12, Florida,073, Leon County,54315.0,335,18,7,0,8,0,33,61,0,18,46,4,39,23,26,44,8
120730026042,12, Florida,073, Leon County,90231.0,687,22,30,28,42,20,22,0,36,24,71,6,76,85,187,24,14
120730026051,12, Florida,073, Leon County,218690.0,440,0,0,0,0,0,0,17,0,0,0,39,40,56,30,28,230
120730026052,12, Florida,073, Leon County,95398.0,535,22,0,0,0,16,0,0,34,44,0,86,84,80,103,50,16
120730026053,12, Florida,073, Leon County,106354.0,1589,22,22,126,0,17,20,113,108,22,16,33,209,147,150,218,366
120730026061,12, Florida,073, Leon County,97396.0,485,11,0,0,2,0,3,0,12,40,0,71,106,53,33,74,80
120730026062,12, Florida,073, Leon County,78869.0,805,0,33,0,27,13,34,27,10,63,34,130,291,43,36,52,12
120730027011,12, Florida,073, Leon County,40464.0,460,65,0,83,41,0,15,0,140,30,0,18,62,6,0,0,0
120730027012,12, Florida,073, Leon County,30425.0,229,0,28,30,32,16,50,20,0,0,22,12,0,0,19,0,0
120730027013,12, Florida,073, Leon County,98792.0,341,33,0,18,0,24,15,0,0,0,23,42,30,53,57,9,37
120730027014,12, Florida,073, Leon County,,569,100,0,95,0,0,64,0,5,0,0,0,88,0,116,0,101
120730027015,12, Florida,073, Leon County,45668.0,199,34,0,9,8,24,9,0,0,58,48,9,0,0,0,0,0
120730027021,12, Florida,073, Leon County,51683.0,489,57,72,21,41,11,0,0,17,8,53,58,107,0,0,10,34
120730027022,12, Florida,073, Leon County,57143.0,456,29,0,0,0,77,0,21,20,19,65,68,73,31,20,16,17
120730027023,12, Florida,073, Leon County,91026.0,364,19,0,8,19,19,0,9,0,0,22,28,89,31,78,0,42
120730027024,12, Florida,073, Leon County,49783.0,344,33,9,7,23,0,16,44,9,33,34,39,68,8,0,9,12
120499701011,12, Florida,049, Hardee County,,383,32,22,85,23,0,23,27,0,9,0,0,105,24,6,27,0
120499701012,12, Florida,049, Hardee County,107965.0,342,22,4,0,24,0,27,0,11,7,2,41,15,65,0,10,114
120499701013,12, Florida,049, Hardee County,53967.0,391,4,16,34,30,5,15,16,23,39,23,56,39,36,32,13,10
120499701021,12, Florida,049, Hardee County,81750.0,402,12,7,54,20,0,41,0,21,0,20,5,42,110,67,0,3
120499701022,12, Florida,049, Hardee County,49722.0,538,57,19,1,27,38,32,23,48,25,37,22,70,91,48,0,0
120499701023,12, Florida,049, Hardee County,92143.0,300,18,0,24,0,11,1,11,21,0,8,11,47,53,5,83,7
120499702011,12, Florida,049, Hardee County,59943.0,311,13,23,3,13,19,6,42,0,15,22,78,26,32,0,0,19
120499702012,12, Florida,049, Hardee County,57546.0,283,15,8,15,4,21,19,5,26,3,52,11,69,29,6,0,0
120499702013,12, Florida,049, Hardee County,45568.0,316,15,12,7,12,44,19,3,41,22,45,1,38,18,9,6,24
120499702021,12, Florida,049, Hardee County,78415.0,416,6,10,42,9,5,4,12,8,10,24,52,121,15,58,17,23
120499703011,12, Florida,049, Hardee County,47105.0,438,0,51,33,39,42,6,0,0,67,20,17,60,45,58,0,0
120499703012,12, Florida,049, Hardee County,36054.0,377,0,121,0,0,0,38,70,0,16,45,17,0,0,47,0,23
120499703013,12, Florida,049, Hardee County,59531.0,1106,42,68,0,17,24,16,195,14,18,162,112,89,15,231,11,92
120499703021,12, Florida,049, Hardee County,83007.0,237,0,0,17,0,17,0,9,21,0,20,0,103,33,5,0,12
120499703022,12, Florida,049, Hardee County,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
120499703023,12, Florida,049, Hardee County,,189,41,5,67,0,0,0,0,0,0,48,0,0,10,11,7,0
120499704011,12, Florida,049, Hardee County,,541,132,170,6,0,0,108,0,0,0,3,32,0,21,0,69,0
120499704012,12, Florida,049, Hardee County,,69,0,0,22,25,0,0,0,0,0,0,0,22,0,0,0,0
120499704013,12, Florida,049, Hardee County,52059.0,682,90,121,0,4,15,3,31,0,63,111,89,96,34,13,0,12
120499704021,12, Florida,049, Hardee County,,553,130,0,6,56,76,0,0,17,0,40,67,124,7,7,19,4
120499704022,12, Florida,049, Hardee County,62188.0,243,4,29,0,3,12,0,27,0,23,20,77,18,0,14,0,16
121339701021,12, Florida,133, Washington County,64479.0,753,13,29,24,11,54,92,20,22,34,21,94,80,77,92,56,34
121339701031,12, Florida,133, Washington County,30145.0,653,123,87,0,27,81,147,6,24,12,29,31,48,7,24,7,0
121339701032,12, Florida,133, Washington County,64926.0,417,9,0,0,50,0,0,0,0,31,37,117,14,46,51,0,62
121339701033,12, Florida,133, Washington County,71394.0,437,9,17,27,9,0,10,0,22,0,59,77,100,75,32,0,0
121339701041,12, Florida,133, Washington County,59423.0,450,0,14,0,13,50,35,39,0,22,58,34,33,25,10,96,21
121339701042,12, Florida,133, Washington County,34427.0,412,0,30,101,0,38,48,26,11,10,76,22,14,13,11,9,3
121339701043,12, Florida,133, Washington County,34863.0,177,0,0,28,0,0,64,0,18,2,18,6,5,36,0,0,0
121339702001,12, Florida,133, Washington County,52945.0,593,48,6,27,37,19,88,41,13,7,75,59,99,9,34,7,24
121339702002,12, Florida,133, Washington County,44583.0,360,25,40,39,21,0,6,29,24,0,11,39,61,6,51,0,8
121339702003,12, Florida,133, Washington County,56382.0,369,47,29,22,1,1,14,19,19,13,35,84,45,34,0,0,6
121339703011,12, Florida,133, Washington County,58099.0,988,23,46,16,177,7,16,58,45,85,75,175,111,57,26,20,51
121339703021,12, Florida,133, Washington County,64750.0,538,30,11,0,38,74,0,0,0,9,80,96,17,94,42,34,13
121339703022,12, Florida,133, Washington County,60601.0,415,47,3,8,30,0,7,12,0,60,28,131,64,14,3,0,8
121339703023,12, Florida,133, Washington County,35263.0,544,51,19,0,93,22,85,41,18,25,36,13,62,32,5,19,23
121339703024,12, Florida,133, Washington County,77765.0,387,5,0,54,37,17,27,9,14,0,0,27,57,97,0,7,36
121339703031,12, Florida,133, Washington County,41369.0,789,68,105,69,23,37,45,36,23,43,28,43,108,50,36,47,28
121339703032,12, Florida,133, Washington County,49683.0,1000,17,33,27,62,72,109,63,32,94,36,171,100,28,60,64,32
121259601001,12, Florida,125, Union County,40714.0,228,9,32,4,31,12,0,10,56,0,13,17,30,5,0,9,0
121259601002,12, Florida,125, Union County,77540.0,554,47,20,0,15,14,13,0,0,97,8,30,167,54,9,55,25
121259602011,12, Florida,125, Union County,42250.0,395,42,27,21,39,31,22,11,5,21,70,18,32,16,9,19,12
121259602012,12, Florida,125, Union County,44422.0,375,8,5,7,6,0,38,49,90,0,0,44,66,36,1,19,6
121259602021,12, Florida,125, Union County,41401.0,251,6,8,0,0,1,0,78,58,0,13,2,15,5,0,41,24
121259602022,12, Florida,125, Union County,73802.0,577,28,20,6,20,54,1,20,79,1,20,51,96,91,12,0,78
121259602023,12, Florida,125, Union County,110893.0,175,0,0,0,0,0,3,0,0,0,4,6,37,105,2,18,0
121259603001,12, Florida,125, Union County,67622.0,698,82,0,26,38,26,28,0,16,45,54,73,118,127,23,18,24
121259603002,12, Florida,125, Union County,69688.0,457,11,0,0,0,34,0,0,4,7,27,147,51,65,71,40,0
121259603003,12, Florida,125, Union County,54861.0,482,52,4,27,98,0,16,27,0,0,18,41,7,80,41,44,27
120379701011,12, Florida,037, Franklin County,81607.0,397,1,24,13,29,12,15,10,6,3,29,52,68,29,48,13,45
120379701021,12, Florida,037, Franklin County,59444.0,178,0,7,0,12,11,17,0,21,0,27,22,33,0,11,0,17
120379701022,12, Florida,037, Franklin County,130240.0,349,31,15,0,0,0,2,0,9,0,10,37,11,57,55,57,65
120379701023,12, Florida,037, Franklin County,50347.0,433,23,2,9,84,18,22,12,21,23,71,9,83,28,0,17,11
120379702001,12, Florida,037, Franklin County,56574.0,584,41,11,63,26,27,8,15,40,17,70,136,42,24,0,51,13
120379702002,12, Florida,037, Franklin County,61310.0,706,42,56,47,28,7,0,29,10,15,97,68,78,110,52,59,8
120379703021,12, Florida,037, Franklin County,42102.0,685,0,68,39,27,97,36,20,79,33,17,162,26,16,42,12,11
120379703022,12, Florida,037, Franklin County,49149.0,420,13,47,32,14,23,9,5,24,59,15,64,71,22,0,17,5
120379703041,12, Florida,037, Franklin County,96250.0,569,35,0,0,0,97,4,19,0,0,29,38,71,55,47,71,103
120379703042,12, Florida,037, Franklin County,71544.0,369,7,9,0,34,29,25,3,18,0,4,77,51,64,9,16,23
120379703043,12, Florida,037, Franklin County,61563.0,228,37,30,0,0,0,27,0,0,0,10,29,39,21,0,5,30
120379900000,12, Florida,037, Franklin County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120379901000,12, Florida,037, Franklin County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120860001071,12, Florida,086, Miami-Dade County,121372.0,475,31,11,0,0,20,44,0,0,0,37,42,13,72,37,18,150
120860001072,12, Florida,086, Miami-Dade County,,495,155,40,18,35,12,11,0,0,46,0,79,27,16,23,33,0
120860001073,12, Florida,086, Miami-Dade County,,429,0,0,154,0,26,46,0,30,0,0,17,76,0,0,32,48
120860001091,12, Florida,086, Miami-Dade County,35045.0,309,0,82,12,49,0,11,28,0,0,121,5,0,0,0,1,0
120860001092,12, Florida,086, Miami-Dade County,91098.0,908,12,87,0,22,32,24,0,0,44,29,116,202,74,119,57,90
