GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC23,TOT_HOUS23,LESS_10K23,10K_15K23,15K_20K23,20K_25K23,25K_30K23,30K_35K23,35K_40K23,40K_45K23,45K_50K23,50K_60K23,60K_75K23,75K_100K23,100_125K23,125_150K23,150_200K23,200K_MOR23
120779501001,12, Florida,077, Liberty County,56993.0,350,6,0,7,14,45,6,9,4,29,69,32,34,9,51,4,31
120779501002,12, Florida,077, Liberty County,47292.0,564,83,31,12,75,25,0,12,11,49,31,115,43,21,34,5,17
120779502011,12, Florida,077, Liberty County,55625.0,456,14,0,19,9,2,29,29,71,32,55,53,46,29,10,19,39
120779502012,12, Florida,077, Liberty County,57292.0,471,0,31,86,0,3,18,22,36,15,86,36,2,12,85,23,16
120779502013,12, Florida,077, Liberty County,45750.0,157,22,36,0,0,7,2,7,0,15,20,0,14,16,18,0,0
120779502021,12, Florida,077, Liberty County,39107.0,339,81,20,22,9,11,18,11,1,7,0,72,35,28,20,1,3
120779502022,12, Florida,077, Liberty County,46375.0,217,1,2,66,6,15,3,0,10,12,3,36,21,30,0,12,0
120779800001,12, Florida,077, Liberty County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120270101011,12, Florida,027, DeSoto County,,342,0,9,115,8,11,0,26,0,0,12,9,66,34,0,0,52
120270101012,12, Florida,027, DeSoto County,,230,30,18,0,0,33,0,59,0,0,0,11,0,64,0,0,15
120270101013,12, Florida,027, DeSoto County,73478.0,662,25,32,11,0,27,17,0,0,52,52,129,129,147,0,41,0
120270101014,12, Florida,027, DeSoto County,52750.0,544,18,0,27,0,66,52,28,32,27,56,133,37,28,7,10,23
120270101021,12, Florida,027, DeSoto County,106618.0,254,0,0,0,31,0,0,0,0,0,23,5,44,36,86,7,22
120270101022,12, Florida,027, DeSoto County,60572.0,721,18,0,72,42,11,45,4,22,30,95,185,74,35,77,11,0
120270102001,12, Florida,027, DeSoto County,52892.0,366,0,0,0,33,8,68,0,0,66,51,61,19,18,42,0,0
120270102002,12, Florida,027, DeSoto County,39229.0,599,0,15,41,58,98,0,110,112,0,0,81,10,22,0,52,0
120270102003,12, Florida,027, DeSoto County,31592.0,367,7,64,43,9,0,95,0,0,37,20,5,15,43,18,11,0
120270102004,12, Florida,027, DeSoto County,39238.0,677,47,161,69,0,8,25,41,28,145,34,8,51,46,0,14,0
120270102005,12, Florida,027, DeSoto County,41563.0,173,0,0,15,0,34,10,20,62,9,0,0,23,0,0,0,0
120270103011,12, Florida,027, DeSoto County,48813.0,771,25,36,64,70,53,57,50,0,40,73,133,89,7,0,74,0
120270103012,12, Florida,027, DeSoto County,85949.0,222,0,0,0,0,11,0,0,0,16,37,17,125,6,0,10,0
120270103013,12, Florida,027, DeSoto County,28621.0,1055,115,53,94,126,177,129,14,26,0,167,68,86,0,0,0,0
120270103014,12, Florida,027, DeSoto County,86838.0,260,33,0,22,0,0,0,0,0,12,30,0,59,0,71,0,33
120270103021,12, Florida,027, DeSoto County,47036.0,211,34,12,11,0,0,0,2,18,35,9,8,75,0,0,0,7
120270103022,12, Florida,027, DeSoto County,9514.0,262,138,21,24,0,0,6,5,0,36,0,0,27,0,0,5,0
120270103023,12, Florida,027, DeSoto County,47381.0,280,40,19,24,0,31,6,0,0,88,0,43,19,0,10,0,0
120270104031,12, Florida,027, DeSoto County,53902.0,729,66,41,42,79,3,15,12,8,7,133,19,129,60,15,79,21
120270104032,12, Florida,027, DeSoto County,62544.0,742,12,23,28,22,25,58,12,17,19,154,78,102,70,27,40,55
120270104041,12, Florida,027, DeSoto County,38766.0,721,146,0,27,78,44,0,104,8,13,61,74,41,39,0,74,12
120270104042,12, Florida,027, DeSoto County,39115.0,381,33,13,0,9,46,10,88,38,0,8,23,39,7,40,0,27
120270104051,12, Florida,027, DeSoto County,57292.0,781,12,8,34,15,35,58,32,0,59,205,100,98,60,28,24,13
120270104061,12, Florida,027, DeSoto County,80208.0,635,0,0,0,10,61,14,46,0,23,0,160,190,8,47,72,4
120270104062,12, Florida,027, DeSoto County,44773.0,226,21,0,24,17,22,0,19,11,0,32,15,65,0,0,0,0
120270104063,12, Florida,027, DeSoto County,43083.0,445,30,0,7,31,151,0,0,15,0,77,31,52,6,37,8,0
121150001021,12, Florida,115, Sarasota County,60205.0,420,11,0,0,0,28,70,16,36,13,30,93,19,0,5,93,6
121150001022,12, Florida,115, Sarasota County,,526,21,51,86,30,11,46,0,0,7,20,0,76,12,50,60,56
121150001023,12, Florida,115, Sarasota County,74167.0,1074,12,88,39,12,37,49,34,28,60,142,38,120,137,71,48,159
121150001031,12, Florida,115, Sarasota County,,427,63,0,30,16,16,0,37,42,0,0,0,62,48,56,26,31
121150001032,12, Florida,115, Sarasota County,79754.0,1477,69,67,104,136,11,16,15,0,63,120,41,280,118,86,70,281
121150001033,12, Florida,115, Sarasota County,125938.0,694,47,0,0,47,12,44,0,19,0,0,58,25,83,135,18,206
121150001041,12, Florida,115, Sarasota County,57348.0,545,9,40,0,33,25,0,90,0,28,59,11,31,31,26,24,138
121150001042,12, Florida,115, Sarasota County,138472.0,461,10,0,16,0,10,0,20,0,0,7,20,23,88,55,37,175
121150002001,12, Florida,115, Sarasota County,44760.0,405,42,9,11,29,0,88,0,26,29,0,19,26,81,0,45,0
121150002002,12, Florida,115, Sarasota County,80519.0,290,7,23,0,24,7,0,0,47,12,14,0,70,54,0,20,12
121150002003,12, Florida,115, Sarasota County,,466,23,62,72,31,6,41,0,16,13,10,23,98,57,0,14,0
121150002004,12, Florida,115, Sarasota County,66620.0,559,51,15,12,8,15,56,38,24,11,24,35,34,35,33,66,102
121150003001,12, Florida,115, Sarasota County,43867.0,367,28,17,25,59,14,17,6,32,51,22,0,62,10,7,10,7
121150003002,12, Florida,115, Sarasota County,35668.0,776,23,85,37,86,66,60,148,20,20,35,107,20,14,36,19,0
121150003003,12, Florida,115, Sarasota County,57586.0,414,0,34,15,112,8,8,10,0,19,29,0,12,56,39,72,0
121150004011,12, Florida,115, Sarasota County,73533.0,611,10,0,0,16,32,17,65,31,58,31,59,90,65,88,37,12
121150004012,12, Florida,115, Sarasota County,56223.0,638,103,0,0,37,0,27,0,17,22,161,50,73,91,30,27,0
121150004013,12, Florida,115, Sarasota County,56701.0,851,0,61,32,9,100,0,77,0,73,134,9,82,98,82,22,72
121150004041,12, Florida,115, Sarasota County,54868.0,798,52,18,24,85,32,51,35,39,5,89,77,96,72,74,34,15
121150004051,12, Florida,115, Sarasota County,54357.0,830,24,132,32,15,57,0,81,15,11,108,28,107,82,68,42,28
121150004052,12, Florida,115, Sarasota County,133778.0,452,12,0,0,0,0,9,26,0,13,7,0,52,77,52,88,116
121150004061,12, Florida,115, Sarasota County,49358.0,789,0,47,84,37,14,61,37,76,48,22,71,90,8,54,48,92
121150004062,12, Florida,115, Sarasota County,64226.0,560,8,8,8,25,40,40,60,8,30,24,94,52,0,67,70,26
121150004071,12, Florida,115, Sarasota County,90000.0,664,9,0,32,15,6,0,37,7,19,51,80,104,142,96,50,16
121150004072,12, Florida,115, Sarasota County,110607.0,225,0,0,0,20,0,0,11,16,0,41,0,16,72,12,37,0
121150004073,12, Florida,115, Sarasota County,64054.0,1141,0,0,0,24,9,93,136,34,125,27,309,246,50,78,0,10
121150005011,12, Florida,115, Sarasota County,78257.0,387,6,5,0,20,11,30,19,19,36,13,14,82,45,12,6,69
121150005012,12, Florida,115, Sarasota County,139659.0,463,58,28,0,7,5,0,6,0,6,12,26,32,30,29,115,109
121150005021,12, Florida,115, Sarasota County,71875.0,397,34,0,23,0,10,0,66,0,0,12,56,77,42,14,41,22
121150005022,12, Florida,115, Sarasota County,78170.0,340,0,0,9,0,0,7,0,62,10,18,49,108,0,6,59,12
121150005023,12, Florida,115, Sarasota County,44313.0,681,10,26,61,6,0,206,9,28,17,76,75,39,26,48,27,27
121150005031,12, Florida,115, Sarasota County,55707.0,719,10,10,111,13,55,46,20,5,31,75,11,110,99,26,23,74
121150005032,12, Florida,115, Sarasota County,68409.0,288,9,20,21,13,20,6,0,8,11,0,43,52,32,13,20,20
121150005033,12, Florida,115, Sarasota County,,271,4,11,0,0,30,109,0,0,10,0,63,7,12,0,0,25
121150006011,12, Florida,115, Sarasota County,101818.0,634,23,16,9,21,8,55,96,23,0,18,9,31,33,35,18,239
121150006012,12, Florida,115, Sarasota County,91532.0,448,50,0,10,0,0,9,17,0,36,14,10,102,48,11,19,122
121150006021,12, Florida,115, Sarasota County,104871.0,695,53,0,0,9,9,0,0,0,10,38,76,79,179,106,111,25
121150006022,12, Florida,115, Sarasota County,73565.0,485,78,19,0,9,13,9,0,21,0,32,77,89,27,26,9,76
121150006023,12, Florida,115, Sarasota County,73162.0,511,19,18,0,32,9,11,11,51,23,18,76,59,56,72,40,16
121150007001,12, Florida,115, Sarasota County,,417,0,0,9,0,17,35,0,10,28,0,26,15,34,30,10,203
121150007002,12, Florida,115, Sarasota County,97465.0,487,0,0,29,37,17,10,11,24,0,0,71,54,39,39,44,112
121150007003,12, Florida,115, Sarasota County,250001.0,858,30,0,0,0,0,0,10,49,0,8,41,75,36,37,55,517
121150008011,12, Florida,115, Sarasota County,163750.0,301,7,0,0,0,0,0,0,0,20,8,0,31,18,53,29,135
121150008012,12, Florida,115, Sarasota County,161957.0,360,0,0,0,12,0,9,0,0,13,48,35,0,0,35,85,123
121150008013,12, Florida,115, Sarasota County,122188.0,428,0,0,0,39,15,14,0,0,0,26,42,12,67,5,59,149
121150008021,12, Florida,115, Sarasota County,206133.0,921,59,11,9,0,0,21,11,28,0,21,9,42,31,50,145,484
121150008022,12, Florida,115, Sarasota County,96250.0,620,19,40,43,9,21,0,24,0,11,48,54,58,26,38,107,122
121150009001,12, Florida,115, Sarasota County,116979.0,769,26,17,11,8,0,21,0,50,19,0,90,118,34,107,65,203
121150009002,12, Florida,115, Sarasota County,58333.0,426,5,90,0,0,5,26,10,0,19,86,26,20,28,39,54,18
121150010001,12, Florida,115, Sarasota County,45545.0,1029,107,50,18,48,98,52,98,35,46,19,128,110,165,10,18,27
121150010002,12, Florida,115, Sarasota County,45848.0,402,21,17,62,26,0,17,0,39,56,25,96,34,9,0,0,0
121150011011,12, Florida,115, Sarasota County,77102.0,249,0,0,12,0,0,0,30,0,11,0,53,35,77,5,0,26
121150011012,12, Florida,115, Sarasota County,68068.0,673,55,42,15,0,50,68,61,0,15,10,29,106,82,72,26,42
121150011013,12, Florida,115, Sarasota County,54788.0,588,0,15,11,68,21,25,33,23,21,105,58,98,41,42,0,27
121150011014,12, Florida,115, Sarasota County,38657.0,422,54,10,0,107,9,0,67,24,0,27,85,39,0,0,0,0
121150011021,12, Florida,115, Sarasota County,83000.0,928,0,118,95,0,40,0,0,0,28,44,132,220,103,96,23,29
121150011022,12, Florida,115, Sarasota County,56509.0,562,0,14,57,16,81,25,11,0,32,66,49,18,89,53,14,37
121150011023,12, Florida,115, Sarasota County,77744.0,960,38,24,64,0,28,54,41,0,151,8,37,192,241,82,0,0
121150012021,12, Florida,115, Sarasota County,92793.0,609,0,6,0,20,9,46,35,0,35,32,42,166,139,34,45,0
121150012022,12, Florida,115, Sarasota County,49643.0,274,6,25,7,9,0,15,9,54,13,17,33,31,47,0,8,0
121150012023,12, Florida,115, Sarasota County,66042.0,547,49,0,13,7,10,0,8,88,0,47,69,54,36,36,54,76
121150012031,12, Florida,115, Sarasota County,67368.0,854,103,27,12,34,52,52,18,48,0,27,122,62,70,28,79,120
121150012032,12, Florida,115, Sarasota County,64418.0,1737,109,54,51,42,17,183,15,15,79,93,397,182,141,44,150,165
121150012041,12, Florida,115, Sarasota County,80288.0,1109,26,15,14,31,0,0,35,13,78,37,248,191,188,33,26,174
121150012042,12, Florida,115, Sarasota County,82537.0,1383,91,26,20,40,17,62,33,42,0,116,155,263,173,122,139,84
121150012051,12, Florida,115, Sarasota County,86667.0,482,33,0,0,10,0,0,12,51,14,4,74,81,51,25,0,127
121150012052,12, Florida,115, Sarasota County,129844.0,227,8,27,0,0,22,0,0,10,0,0,16,23,0,63,32,26
121150012053,12, Florida,115, Sarasota County,73986.0,1198,11,28,67,22,9,0,29,45,54,172,177,94,71,91,93,235
121150012061,12, Florida,115, Sarasota County,95714.0,1020,90,13,13,53,27,47,15,12,44,0,129,92,131,52,184,118
121150012062,12, Florida,115, Sarasota County,54000.0,360,0,0,0,58,9,0,0,0,27,92,18,63,24,16,44,9
121150013011,12, Florida,115, Sarasota County,71127.0,1138,66,20,12,28,15,73,48,9,94,87,197,52,207,79,58,93
121150013012,12, Florida,115, Sarasota County,118580.0,632,10,23,30,8,20,0,13,0,11,13,84,43,86,129,102,60
121150013021,12, Florida,115, Sarasota County,70625.0,1554,35,15,41,85,88,54,27,163,0,112,195,151,137,157,68,226
121150013022,12, Florida,115, Sarasota County,64922.0,543,41,33,0,13,0,0,21,0,36,38,90,136,58,51,0,26
121150013031,12, Florida,115, Sarasota County,85385.0,1588,44,55,63,24,102,37,37,25,116,85,116,261,222,99,132,170
121150013041,12, Florida,115, Sarasota County,164375.0,214,0,4,0,1,0,11,0,5,0,15,19,18,12,7,36,86
121150013042,12, Florida,115, Sarasota County,81750.0,756,15,14,5,22,69,16,39,42,14,54,56,127,79,44,83,77
121150014021,12, Florida,115, Sarasota County,97941.0,866,12,11,44,11,20,5,13,9,46,5,60,225,84,145,76,100
121150014022,12, Florida,115, Sarasota County,107593.0,766,8,7,12,38,12,16,12,6,15,76,11,115,194,52,84,108
121150014031,12, Florida,115, Sarasota County,80221.0,638,14,0,0,110,0,0,0,32,108,28,15,76,97,83,46,29
121150014032,12, Florida,115, Sarasota County,88000.0,580,34,0,0,0,0,48,78,30,0,50,10,84,48,43,24,131
121150014033,12, Florida,115, Sarasota County,198281.0,344,0,0,0,0,0,0,0,0,21,18,0,0,64,19,61,161
121150014034,12, Florida,115, Sarasota County,124771.0,1568,60,54,0,18,26,11,54,45,0,135,89,66,240,183,221,366
121150014041,12, Florida,115, Sarasota County,94318.0,572,0,0,0,0,0,11,14,0,30,143,54,50,103,83,28,56
121150014042,12, Florida,115, Sarasota County,88150.0,483,35,29,33,0,0,0,0,31,0,25,69,105,14,30,79,33
121150014043,12, Florida,115, Sarasota County,138482.0,996,13,0,0,58,0,16,33,42,12,45,164,66,38,145,115,249
121150014051,12, Florida,115, Sarasota County,128049.0,778,10,0,0,35,0,18,0,14,12,0,80,127,84,93,66,239
121150014052,12, Florida,115, Sarasota County,131232.0,1201,0,6,12,0,0,0,0,44,9,67,118,80,221,89,97,458
121150015031,12, Florida,115, Sarasota County,86761.0,785,11,0,0,47,10,11,14,0,43,75,91,154,235,11,83,0
121150015032,12, Florida,115, Sarasota County,64844.0,562,20,5,0,24,15,13,9,58,0,90,80,70,55,52,26,45
121150015041,12, Florida,115, Sarasota County,92715.0,643,16,6,10,0,8,0,33,9,50,61,54,133,125,108,20,10
121150015042,12, Florida,115, Sarasota County,85000.0,460,6,11,8,39,52,25,0,6,14,27,0,118,60,6,37,51
121150015051,12, Florida,115, Sarasota County,79231.0,486,38,29,8,0,0,61,0,20,0,35,31,63,91,40,10,60
121150015052,12, Florida,115, Sarasota County,87656.0,504,0,8,61,28,0,10,0,3,47,44,14,84,47,35,95,28
121150015053,12, Florida,115, Sarasota County,107426.0,529,0,0,0,27,8,0,0,0,44,25,101,43,73,21,149,38
121150015081,12, Florida,115, Sarasota County,67857.0,336,16,40,29,9,11,16,28,0,0,18,44,0,14,0,69,42
121150015082,12, Florida,115, Sarasota County,83699.0,843,0,27,0,62,61,83,38,12,16,41,58,93,158,88,57,49
121150015091,12, Florida,115, Sarasota County,66048.0,530,10,53,19,21,12,4,0,0,29,16,119,67,48,18,0,114
121150015092,12, Florida,115, Sarasota County,147625.0,213,0,0,0,12,11,0,5,0,0,9,13,38,18,10,32,65
121150015093,12, Florida,115, Sarasota County,63750.0,632,0,8,24,0,17,8,26,50,69,87,87,96,58,61,22,19
121150015101,12, Florida,115, Sarasota County,110521.0,645,0,14,0,12,70,21,20,65,0,15,7,77,99,60,185,0
121150015102,12, Florida,115, Sarasota County,85724.0,1094,0,0,31,0,0,0,17,148,15,113,104,221,114,8,44,279
121150015103,12, Florida,115, Sarasota County,59330.0,535,29,0,104,0,36,12,18,15,18,43,64,78,46,0,33,39
121150015111,12, Florida,115, Sarasota County,64276.0,785,63,9,50,25,39,0,32,25,76,60,97,43,133,35,60,38
121150015112,12, Florida,115, Sarasota County,96250.0,496,0,0,0,0,0,13,8,0,10,57,92,96,48,33,86,53
121150016011,12, Florida,115, Sarasota County,80448.0,955,38,17,34,40,17,46,60,19,28,31,108,136,111,32,34,204
121150016012,12, Florida,115, Sarasota County,83750.0,412,15,0,9,0,0,27,4,42,25,26,0,123,17,35,19,70
121150016013,12, Florida,115, Sarasota County,85227.0,400,12,0,8,11,0,0,12,0,13,51,47,99,26,21,63,37
121150016021,12, Florida,115, Sarasota County,81648.0,775,23,0,25,45,26,38,20,26,35,50,78,128,17,45,185,34
121150016022,12, Florida,115, Sarasota County,64583.0,770,8,0,9,32,0,17,25,175,64,17,105,76,107,43,46,46
121150016023,12, Florida,115, Sarasota County,71661.0,497,9,0,0,40,0,0,17,95,38,3,70,78,10,23,65,49
121150017021,12, Florida,115, Sarasota County,78239.0,1013,0,72,22,82,0,92,16,0,66,78,72,236,181,38,26,32
121150017022,12, Florida,115, Sarasota County,84631.0,520,21,0,69,0,0,22,0,0,20,28,22,138,114,19,13,54
121150017023,12, Florida,115, Sarasota County,137906.0,497,0,0,19,0,0,0,0,20,49,20,45,30,59,40,31,184
121150017024,12, Florida,115, Sarasota County,57045.0,416,0,0,0,31,18,0,23,73,38,47,45,40,0,66,35,0
121150017031,12, Florida,115, Sarasota County,66975.0,464,31,0,0,18,9,38,34,11,0,12,106,53,41,20,91,0
121150017032,12, Florida,115, Sarasota County,53524.0,595,28,73,44,12,11,0,0,80,20,72,14,63,90,31,38,19
121150017033,12, Florida,115, Sarasota County,53182.0,856,88,37,56,20,116,48,25,0,35,67,87,81,109,50,18,19
121150017041,12, Florida,115, Sarasota County,51750.0,643,73,65,0,12,12,59,7,41,21,45,96,78,61,35,13,25
121150017042,12, Florida,115, Sarasota County,91453.0,800,35,13,53,11,58,0,37,0,29,12,117,112,137,86,72,28
121150018011,12, Florida,115, Sarasota County,70652.0,208,0,0,14,0,27,8,8,23,0,18,23,32,11,12,18,14
121150018012,12, Florida,115, Sarasota County,111731.0,396,10,0,10,0,7,10,0,0,0,37,38,8,113,66,44,53
121150018013,12, Florida,115, Sarasota County,,307,0,0,0,5,16,0,18,3,0,14,17,22,61,8,0,143
121150018014,12, Florida,115, Sarasota County,159375.0,243,0,5,7,0,0,0,13,7,33,9,0,9,9,22,17,112
121150018015,12, Florida,115, Sarasota County,105455.0,496,28,9,10,0,7,15,8,39,10,19,27,72,71,0,33,148
121150018031,12, Florida,115, Sarasota County,63900.0,630,8,0,13,34,64,14,8,54,12,80,101,66,54,87,11,24
121150018032,12, Florida,115, Sarasota County,58207.0,797,54,47,23,43,29,26,51,18,44,80,70,57,126,49,10,70
121150018041,12, Florida,115, Sarasota County,96350.0,239,7,10,0,6,9,40,8,0,0,9,17,25,14,22,35,37
121150018042,12, Florida,115, Sarasota County,59241.0,913,65,0,64,27,37,52,33,23,13,151,11,146,118,96,28,49
121150018051,12, Florida,115, Sarasota County,68715.0,987,54,21,24,86,20,0,31,48,37,41,180,160,62,54,45,124
121150019031,12, Florida,115, Sarasota County,151850.0,527,16,0,0,24,6,5,0,7,16,40,40,35,14,42,71,211
121150019032,12, Florida,115, Sarasota County,149583.0,260,6,14,20,19,0,0,5,0,0,4,23,11,17,12,35,94
121150019041,12, Florida,115, Sarasota County,113065.0,457,8,0,0,14,13,11,10,10,26,0,42,60,78,54,3,128
121150019042,12, Florida,115, Sarasota County,128111.0,670,69,42,19,4,37,10,0,0,54,9,37,36,7,56,113,177
121150019043,12, Florida,115, Sarasota County,178493.0,299,0,10,0,0,0,16,9,0,0,8,11,7,26,49,61,102
121150019051,12, Florida,115, Sarasota County,,368,9,0,7,6,5,6,5,16,28,6,21,63,24,7,7,158
121150019052,12, Florida,115, Sarasota County,96563.0,363,0,0,0,17,12,0,21,0,8,0,68,57,39,10,21,110
121150019091,12, Florida,115, Sarasota County,113375.0,375,22,12,0,12,14,0,10,23,28,12,39,6,16,32,21,128
121150019092,12, Florida,115, Sarasota County,106038.0,817,46,0,0,18,15,56,0,72,9,30,46,54,140,59,37,235
121150020031,12, Florida,115, Sarasota County,69773.0,926,85,0,26,19,71,22,51,75,20,19,121,213,0,70,53,81
121150020032,12, Florida,115, Sarasota County,27361.0,810,150,16,11,177,54,52,0,37,42,25,0,111,28,43,34,30
121150020033,12, Florida,115, Sarasota County,,909,83,17,22,33,20,17,66,0,0,75,151,14,316,54,17,24
121150020041,12, Florida,115, Sarasota County,70043.0,503,26,16,77,0,14,17,0,0,15,86,29,118,83,0,12,10
121150020042,12, Florida,115, Sarasota County,91414.0,698,0,0,0,0,0,147,16,25,0,94,11,132,35,57,96,85
121150020043,12, Florida,115, Sarasota County,58242.0,437,12,0,17,42,0,16,10,18,40,86,52,26,69,18,31,0
121150020044,12, Florida,115, Sarasota County,,621,15,16,0,0,116,128,22,0,0,42,0,42,186,0,29,25
121150020071,12, Florida,115, Sarasota County,43750.0,811,141,9,15,48,69,43,28,85,31,9,64,53,72,32,28,84
121150020072,12, Florida,115, Sarasota County,81081.0,666,19,0,0,60,21,11,0,8,12,78,59,111,120,27,25,115
121150020081,12, Florida,115, Sarasota County,47730.0,405,0,0,34,0,61,72,6,0,74,29,34,47,42,6,0,0
121150020082,12, Florida,115, Sarasota County,59063.0,298,69,0,0,9,3,33,0,10,0,40,0,105,23,6,0,0
121150020083,12, Florida,115, Sarasota County,135318.0,957,0,6,64,0,52,29,10,9,28,42,62,82,41,294,19,219
121150020111,12, Florida,115, Sarasota County,152692.0,110,0,0,0,0,5,8,0,0,4,6,14,6,11,0,28,28
121150020112,12, Florida,115, Sarasota County,56125.0,304,6,16,0,29,5,6,13,40,19,49,15,7,51,6,16,26
121150020121,12, Florida,115, Sarasota County,145556.0,360,0,0,0,0,19,11,0,0,11,0,10,45,28,63,18,155
121150020122,12, Florida,115, Sarasota County,85339.0,1266,24,0,55,21,33,45,64,53,78,12,165,330,49,12,81,244
121150020123,12, Florida,115, Sarasota County,68250.0,277,0,0,12,0,36,0,17,0,17,28,61,46,15,45,0,0
121150020131,12, Florida,115, Sarasota County,86779.0,1831,66,41,15,34,62,29,52,78,11,83,261,289,137,162,109,402
121150020141,12, Florida,115, Sarasota County,137664.0,637,26,0,0,0,56,31,0,0,20,0,82,53,48,61,35,225
121150020142,12, Florida,115, Sarasota County,145995.0,1069,59,17,82,48,20,0,27,0,20,0,51,38,79,138,260,230
121150020143,12, Florida,115, Sarasota County,117169.0,1588,67,14,0,0,0,36,80,10,39,46,311,95,122,199,330,239
121150020151,12, Florida,115, Sarasota County,91900.0,358,0,0,0,0,0,0,0,23,25,40,7,102,48,34,40,39
121150020152,12, Florida,115, Sarasota County,118295.0,624,12,0,15,0,61,16,0,0,1,39,84,62,37,153,114,30
121150020161,12, Florida,115, Sarasota County,142917.0,1240,55,35,14,13,56,13,33,0,35,70,69,125,65,57,223,377
121150020162,12, Florida,115, Sarasota County,115673.0,245,0,11,0,0,0,15,0,0,0,43,14,23,26,10,16,87
121150020163,12, Florida,115, Sarasota County,95000.0,796,14,24,18,47,0,0,8,18,52,52,38,139,118,38,22,208
121150021011,12, Florida,115, Sarasota County,102449.0,756,0,0,0,36,0,55,12,18,18,56,58,77,157,31,97,141
121150021012,12, Florida,115, Sarasota County,96845.0,651,20,8,0,24,0,62,24,0,12,0,71,121,22,39,78,170
121150021021,12, Florida,115, Sarasota County,102031.0,199,0,0,0,23,0,13,0,0,0,0,0,44,49,0,15,55
121150021022,12, Florida,115, Sarasota County,98565.0,473,47,0,0,0,0,46,0,71,0,20,14,54,25,63,78,55
121150021023,12, Florida,115, Sarasota County,54735.0,769,86,47,0,24,44,20,32,36,0,117,29,81,62,51,54,86
121150022011,12, Florida,115, Sarasota County,66065.0,942,56,31,23,37,43,32,28,78,0,120,64,121,40,58,43,168
121150022012,12, Florida,115, Sarasota County,74643.0,708,37,20,0,20,22,58,9,5,61,58,65,135,103,43,53,19
121150022031,12, Florida,115, Sarasota County,59028.0,420,63,0,10,16,17,0,24,21,21,45,68,9,15,24,49,38
121150022032,12, Florida,115, Sarasota County,64944.0,682,33,5,16,26,44,38,41,23,0,51,98,104,75,14,24,90
121150022033,12, Florida,115, Sarasota County,50750.0,739,9,51,115,0,30,87,46,27,0,31,88,84,18,15,47,91
121150022041,12, Florida,115, Sarasota County,121000.0,638,9,8,0,0,10,23,0,0,10,47,29,22,167,15,176,122
121150022042,12, Florida,115, Sarasota County,79215.0,395,10,32,22,27,9,14,10,9,9,10,7,85,51,70,30,0
121150022051,12, Florida,115, Sarasota County,114000.0,346,0,11,0,0,11,0,65,20,0,31,11,12,20,21,52,92
121150022052,12, Florida,115, Sarasota County,166758.0,657,0,0,0,19,26,0,0,24,0,21,88,22,24,30,162,241
121150022053,12, Florida,115, Sarasota County,,486,0,40,38,0,29,14,34,60,21,22,0,70,68,7,51,32
121150023021,12, Florida,115, Sarasota County,42574.0,493,12,49,29,64,51,0,41,17,51,0,32,72,26,0,0,49
121150023022,12, Florida,115, Sarasota County,59242.0,598,0,0,34,53,16,23,14,34,44,101,53,56,71,33,66,0
121150023023,12, Florida,115, Sarasota County,69500.0,1290,43,103,0,0,61,13,0,9,236,95,193,187,173,52,80,45
121150023041,12, Florida,115, Sarasota County,69531.0,381,23,23,0,14,6,32,0,11,53,4,26,70,51,22,26,20
121150023042,12, Florida,115, Sarasota County,,365,10,26,30,7,32,12,47,0,10,12,14,23,17,47,23,55
121150023043,12, Florida,115, Sarasota County,92875.0,605,18,0,22,0,0,52,25,12,50,76,29,45,26,60,100,90
121150023051,12, Florida,115, Sarasota County,73173.0,545,21,0,9,18,0,19,9,19,10,132,64,60,49,55,33,47
121150023052,12, Florida,115, Sarasota County,54079.0,446,24,0,39,81,8,29,19,11,0,31,66,46,0,51,0,41
121150023061,12, Florida,115, Sarasota County,104583.0,396,13,0,0,0,0,12,13,19,0,9,37,80,71,86,20,36
121150023062,12, Florida,115, Sarasota County,80202.0,1331,37,9,28,13,18,31,19,66,43,138,238,165,123,72,59,272
121150023071,12, Florida,115, Sarasota County,51295.0,381,37,0,0,36,79,0,0,24,0,35,18,72,37,0,18,25
121150023072,12, Florida,115, Sarasota County,85313.0,513,31,17,15,0,0,0,68,0,10,77,22,77,97,26,30,43
121150024011,12, Florida,115, Sarasota County,62361.0,412,11,9,73,10,0,0,0,37,10,39,41,10,38,35,18,81
121150024012,12, Florida,115, Sarasota County,90855.0,451,19,0,31,28,17,0,46,8,0,61,9,29,18,18,79,88
121150024013,12, Florida,115, Sarasota County,,615,42,40,8,180,0,0,9,0,24,10,19,90,36,22,9,126
121150024014,12, Florida,115, Sarasota County,128977.0,287,0,34,9,19,7,24,0,0,0,0,9,26,9,36,52,62
121150024031,12, Florida,115, Sarasota County,70714.0,276,0,0,0,8,10,31,55,10,5,5,30,34,50,11,8,19
121150024032,12, Florida,115, Sarasota County,58977.0,493,9,23,8,5,17,31,44,28,40,55,42,88,30,28,25,20
121150024041,12, Florida,115, Sarasota County,61622.0,629,9,22,8,20,0,18,45,20,48,94,129,95,83,19,0,19
121150024042,12, Florida,115, Sarasota County,68500.0,472,18,0,6,0,0,49,11,16,20,56,73,44,69,70,30,10
121150025041,12, Florida,115, Sarasota County,73889.0,678,28,25,30,10,104,21,0,66,0,36,23,44,96,110,33,52
